mouse_symbol	mouse_ensembl	human_symbol	mapping_type	matrix_symbol_normalised_to	normalisation_source	babelgene_version
Sspo	ENSMUSG00000029797	SSPOP	one2one	NA		22.9
Ssr1	ENSMUSG00000021427	SSR1	one2one	NA		22.9
Ssr2	ENSMUSG00000041355	SSR2	one2one	NA		22.9
Ssr3	ENSMUSG00000027828	SSR3	one2one	NA		22.9
Ssr4	ENSMUSG00000002014	SSR4	one2one	NA		22.9
Ssrp1	ENSMUSG00000027067	SSRP1	one2one	NA		22.9
Sstr2	ENSMUSG00000047904	SSTR2	one2one	NA		22.9
Ssu72	ENSMUSG00000029038	SSU72	one2one	NA		22.9
Ssx2ip	ENSMUSG00000036825	SSX2IP	one2one	NA		22.9
St13	ENSMUSG00000022403	ST13	one2one	NA		22.9
St14	ENSMUSG00000031995	ST14	one2one	NA		22.9
St18	ENSMUSG00000033740	ST18	one2one	NA		22.9
St3gal1	ENSMUSG00000013846	ST3GAL1	one2one	NA		22.9
St3gal2	ENSMUSG00000031749	ST3GAL2	one2one	NA		22.9
St3gal3	ENSMUSG00000028538	ST3GAL3	one2one	NA		22.9
St3gal4	ENSMUSG00000032038	ST3GAL4	one2one	NA		22.9
St3gal5	ENSMUSG00000056091	ST3GAL5	one2one	NA		22.9
St3gal6	ENSMUSG00000022747	ST3GAL6	one2one	NA		22.9
St6gal1	ENSMUSG00000022885	ST6GAL1	one2one	NA		22.9
St6galnac2	ENSMUSG00000057286	ST6GALNAC2	one2one	NA		22.9
St6galnac3	ENSMUSG00000052544	ST6GALNAC3	one2one	NA		22.9
St6galnac4	ENSMUSG00000079442	ST6GALNAC4	one2one	NA		22.9
St6galnac6	ENSMUSG00000026811	ST6GALNAC6	one2one	NA		22.9
St7	ENSMUSG00000029534	ST7	one2one	NA		22.9
St7l	ENSMUSG00000045576	ST7L	one2one	NA		22.9
St8sia1	ENSMUSG00000030283	ST8SIA1	one2one	NA		22.9
St8sia4	ENSMUSG00000040710	ST8SIA4	one2one	NA		22.9
St8sia6	ENSMUSG00000003418	ST8SIA6	one2one	NA		22.9
Stab1	ENSMUSG00000042286	STAB1	one2one	NA		22.9
Stab2	ENSMUSG00000035459	STAB2	one2one	NA		22.9
Stac	ENSMUSG00000032502	STAC	one2one	NA		22.9
Stac2	ENSMUSG00000017400	STAC2	one2one	NA		22.9
Stac3	ENSMUSG00000040287	STAC3	one2one	NA		22.9
Stag1	ENSMUSG00000037286	STAG1	one2one	NA		22.9
Stag2	ENSMUSG00000025862	STAG2	one2one	NA		22.9
Stag3	ENSMUSG00000036928	STAG3	one2one	NA		22.9
Stam	ENSMUSG00000026718	STAM	one2one	NA		22.9
Stam2	ENSMUSG00000055371	STAM2	one2one	NA		22.9
Stambp	ENSMUSG00000006906	STAMBP	one2one	NA		22.9
Stambpl1	ENSMUSG00000024776	STAMBPL1	one2one	NA		22.9
Stap1	ENSMUSG00000029254	STAP1	one2one	NA		22.9
Stap2	ENSMUSG00000038781	STAP2	one2one	NA		22.9
Star	ENSMUSG00000031574	STAR	one2one	NA		22.9
Stard10	ENSMUSG00000030688	STARD10	one2one	NA		22.9
Stard13	ENSMUSG00000016128	STARD13	one2one	NA		22.9
Stard3	ENSMUSG00000018167	STARD3	one2one	NA		22.9
Stard3nl	ENSMUSG00000003062	STARD3NL	one2one	NA		22.9
Stard4	ENSMUSG00000024378	STARD4	one2one	NA		22.9
Stard5	ENSMUSG00000046027	STARD5	one2one	NA		22.9
Stard6	ENSMUSG00000079608	STARD6	one2one	NA		22.9
Stard7	ENSMUSG00000027367	STARD7	one2one	NA		22.9
Stard8	ENSMUSG00000031216	STARD8	one2one	NA		22.9
Stard9	ENSMUSG00000033705	STARD9	one2one	NA		22.9
Stat1	ENSMUSG00000026104	STAT1	one2one	NA		22.9
Stat2	ENSMUSG00000040033	STAT2	one2one	NA		22.9
Stat3	ENSMUSG00000004040	STAT3	one2one	NA		22.9
Stat4	ENSMUSG00000062939	STAT4	one2one	NA		22.9
Stat5a	ENSMUSG00000004043	STAT5A	one2one	NA		22.9
Stat5b	ENSMUSG00000020919	STAT5B	one2one	NA		22.9
Stat6	ENSMUSG00000002147	STAT6	one2one	NA		22.9
Stau1	ENSMUSG00000039536	STAU1	one2one	NA		22.9
Stau2	ENSMUSG00000025920	STAU2	one2one	NA		22.9
Stbd1	ENSMUSG00000047963	STBD1	one2one	NA		22.9
Stc1	ENSMUSG00000014813	STC1	one2one	NA		22.9
Stc2	ENSMUSG00000020303	STC2	one2one	NA		22.9
Steap3	ENSMUSG00000026389	STEAP3	one2one	NA		22.9
Steap4	ENSMUSG00000012428	STEAP4	one2one	NA		22.9
Stfa3	ENSMUSG00000054905	CSTA	many2one	NA		22.9
Stil	ENSMUSG00000028718	STIL	one2one	NA		22.9
Stim1	ENSMUSG00000030987	STIM1	one2one	NA		22.9
Stim2	ENSMUSG00000039156	STIM2	one2one	NA		22.9
Stimate	ENSMUSG00000006526	STIMATE	one2one	NA		22.9
Sting1	ENSMUSG00000024349	STING1	one2one	NA		22.9
Stip1	ENSMUSG00000024966	STIP1	one2one	NA		22.9
Stk10	ENSMUSG00000020272	STK10	one2one	NA		22.9
Stk11	ENSMUSG00000003068	STK11	one2one	NA		22.9
Stk11ip	ENSMUSG00000026213	STK11IP	one2one	NA		22.9
Stk16	ENSMUSG00000026201	STK16	one2one	NA		22.9
Stk17b	ENSMUSG00000026094	STK17B	one2one	NA		22.9
Stk19	ENSMUSG00000061207	STK19	one2one	NA		22.9
Stk24	ENSMUSG00000063410	STK24	one2one	NA		22.9
Stk25	ENSMUSG00000026277	STK25	one2one	NA		22.9
Stk26	ENSMUSG00000031112	STK26	one2one	NA		22.9
Stk3	ENSMUSG00000022329	STK3	one2one	NA		22.9
Stk32c	ENSMUSG00000015981	STK32C	one2one	NA		22.9
Stk35	ENSMUSG00000037885	STK35	one2one	NA		22.9
Stk36	ENSMUSG00000033276	STK36	one2one	NA		22.9
Stk38	ENSMUSG00000024006	STK38	one2one	NA		22.9
Stk38l	ENSMUSG00000001630	STK38L	one2one	NA		22.9
Stk39	ENSMUSG00000027030	STK39	one2one	NA		22.9
Stk4	ENSMUSG00000018209	STK4	one2one	NA		22.9
Stk40	ENSMUSG00000042608	STK40	one2one	NA		22.9
Stkld1	ENSMUSG00000049897	STKLD1	one2one	NA		22.9
Stmn1	ENSMUSG00000028832	STMN1	one2one	NA		22.9
Stn1	ENSMUSG00000042694	STN1	one2one	NA		22.9
Stom	ENSMUSG00000026880	STOM	one2one	NA		22.9
Stoml1	ENSMUSG00000032333	STOML1	one2one	NA		22.9
Stoml2	ENSMUSG00000028455	STOML2	one2one	NA		22.9
Ston1	ENSMUSG00000033855	STON1	one2one	NA		22.9
Ston2	ENSMUSG00000020961	STON2	one2one	NA		22.9
Stox1	ENSMUSG00000036923	STOX1	one2one	NA		22.9
Stox2	ENSMUSG00000038143	STOX2	one2one	NA		22.9
Stra6	ENSMUSG00000032327	STRA6	one2one	NA		22.9
Strada	ENSMUSG00000069631	STRADA	one2one	NA		22.9
Stradb	ENSMUSG00000026027	STRADB	one2one	NA		22.9
Strap	ENSMUSG00000030224	STRAP	one2one	NA		22.9
Strbp	ENSMUSG00000026915	STRBP	one2one	NA		22.9
Strc	ENSMUSG00000033498	STRC	one2one	NA		22.9
Strip1	ENSMUSG00000014601	STRIP1	one2one	NA		22.9
Strip2	ENSMUSG00000039629	STRIP2	one2one	NA		22.9
Strn	ENSMUSG00000024077	STRN	one2one	NA		22.9
Strn3	ENSMUSG00000020954	STRN3	one2one	NA		22.9
Strn4	ENSMUSG00000030374	STRN4	one2one	NA		22.9
Stt3a	ENSMUSG00000032116	STT3A	one2one	NA		22.9
Stt3b	ENSMUSG00000032437	STT3B	one2one	NA		22.9
Stub1	ENSMUSG00000039615	STUB1	one2one	NA		22.9
Stx11	ENSMUSG00000039232	STX11	one2one	NA		22.9
Stx12	ENSMUSG00000028879	STX12	one2one	NA		22.9
Stx16	ENSMUSG00000027522	STX16	one2one	NA		22.9
Stx17	ENSMUSG00000061455	STX17	one2one	NA		22.9
Stx18	ENSMUSG00000029125	STX18	one2one	NA		22.9
Stx19	ENSMUSG00000047854	STX19	one2one	NA		22.9
Stx1a	ENSMUSG00000007207	STX1A	one2one	NA		22.9
Stx1b	ENSMUSG00000030806	STX1B	one2one	NA		22.9
Stx2	ENSMUSG00000029428	STX2	one2one	NA		22.9
Stx3	ENSMUSG00000041488	STX3	one2one	NA		22.9
Stx4a	ENSMUSG00000030805	STX4	one2one	NA		22.9
Stx5a	ENSMUSG00000010110	STX5	one2one	NA		22.9
Stx6	ENSMUSG00000026470	STX6	one2one	NA		22.9
Stx7	ENSMUSG00000019998	STX7	one2one	NA		22.9
Stx8	ENSMUSG00000020903	STX8	one2one	NA		22.9
Stxbp1	ENSMUSG00000026797	STXBP1	one2one	NA		22.9
Stxbp2	ENSMUSG00000004626	STXBP2	one2one	NA		22.9
Stxbp3	ENSMUSG00000027882	STXBP3	one2one	NA		22.9
Stxbp4	ENSMUSG00000020546	STXBP4	one2one	NA		22.9
Stxbp5	ENSMUSG00000019790	STXBP5	one2one	NA		22.9
Stxbp6	ENSMUSG00000046314	STXBP6	one2one	NA		22.9
Styk1	ENSMUSG00000032899	STYK1	one2one	NA		22.9
Styx	ENSMUSG00000053205	STYX	many2one	NA		22.9
Sub1	ENSMUSG00000022205	SUB1	one2one	NA		22.9
Sucla2	ENSMUSG00000022110	SUCLA2	one2one	NA		22.9
Suclg1	ENSMUSG00000052738	SUCLG1	one2one	NA		22.9
Suclg2	ENSMUSG00000061838	SUCLG2	one2one	NA		22.9
Suco	ENSMUSG00000040297	SUCO	one2one	NA		22.9
Suds3	ENSMUSG00000066900	SUDS3	one2one	NA		22.9
Sufu	ENSMUSG00000025231	SUFU	one2one	NA		22.9
Sugct	ENSMUSG00000055137	SUGCT	one2one	NA		22.9
Sugp1	ENSMUSG00000011306	SUGP1	one2one	NA		22.9
Sugp2	ENSMUSG00000036054	SUGP2	one2one	NA		22.9
Sugt1	ENSMUSG00000022024	SUGT1	one2one	NA		22.9
Sulf1	ENSMUSG00000016918	SULF1	one2one	NA		22.9
Sulf2	ENSMUSG00000006800	SULF2	one2one	NA		22.9
Sult1a1	ENSMUSG00000030711	SULT1A2	one2one	NA		22.9
Sult2b1	ENSMUSG00000003271	SULT2B1	one2one	NA		22.9
Sult4a1	ENSMUSG00000018865	SULT4A1	one2one	NA		22.9
Sult6b1	ENSMUSG00000038045	SULT6B1	one2one	NA		22.9
Sumf1	ENSMUSG00000030101	SUMF1	one2one	NA		22.9
Sumf2	ENSMUSG00000025538	SUMF2	one2one	NA		22.9
Sumo1	ENSMUSG00000026021	SUMO1	one2one	NA		22.9
Sumo2	ENSMUSG00000020738	SUMO2	one2one	NA		22.9
Sumo3	ENSMUSG00000020265	SUMO3	one2one	NA		22.9
Sun1	ENSMUSG00000036817	SUN1	one2one	NA		22.9
Sun2	ENSMUSG00000042524	SUN2	one2one	NA		22.9
Suox	ENSMUSG00000049858	SUOX	one2one	NA		22.9
Supt16	ENSMUSG00000035726	SUPT16H	one2one	NA		22.9
Supt20	ENSMUSG00000027751	SUPT20H	one2one	NA		22.9
Supt3	ENSMUSG00000038954	SUPT3H	one2one	NA		22.9
Supt4a	ENSMUSG00000020485	SUPT4H1	one2one	NA		22.9
Supt5	ENSMUSG00000003435	SUPT5H	one2one	NA		22.9
Supt6	ENSMUSG00000002052	SUPT6H	one2one	NA		22.9
Supt7l	ENSMUSG00000053134	SUPT7L	one2one	NA		22.9
Supv3l1	ENSMUSG00000020079	SUPV3L1	one2one	NA		22.9
Surf1	ENSMUSG00000015790	SURF1	one2one	NA		22.9
Surf2	ENSMUSG00000014873	SURF2	one2one	NA		22.9
Surf4	ENSMUSG00000014867	SURF4	one2one	NA		22.9
Surf6	ENSMUSG00000036160	SURF6	one2one	NA		22.9
Susd1	ENSMUSG00000038578	SUSD1	one2one	NA		22.9
Susd2	ENSMUSG00000006342	SUSD2	one2one	NA		22.9
Susd3	ENSMUSG00000021384	SUSD3	one2one	NA		22.9
Susd4	ENSMUSG00000038576	SUSD4	one2one	NA		22.9
Susd6	ENSMUSG00000021133	SUSD6	one2one	NA		22.9
Suv39h1	ENSMUSG00000039231	SUV39H1	one2one	NA		22.9
Suv39h2	ENSMUSG00000026646	SUV39H2	one2one	NA		22.9
Suz12	ENSMUSG00000017548	SUZ12	one2one	NA		22.9
Sv2a	ENSMUSG00000038486	SV2A	one2one	NA		22.9
Sv2c	ENSMUSG00000051111	SV2C	one2one	NA		22.9
Svbp	ENSMUSG00000028643	SVBP	one2one	NA		22.9
Svep1	ENSMUSG00000028369	SVEP1	one2one	NA		22.9
Svil	ENSMUSG00000024236	SVIL	one2one	NA		22.9
Svip	ENSMUSG00000074093	SVIP	one2one	NA		22.9
Svop	ENSMUSG00000042078	SVOP	one2one	NA		22.9
Swap70	ENSMUSG00000031015	SWAP70	one2one	NA		22.9
Swi5	ENSMUSG00000044627	SWI5	one2one	NA		22.9
Swsap1	ENSMUSG00000051238	SWSAP1	one2one	NA		22.9
Swt1	ENSMUSG00000052748	SWT1	one2one	NA		22.9
Syap1	ENSMUSG00000031357	SYAP1	one2one	NA		22.9
Syce1	ENSMUSG00000025480	SYCE1	one2one	NA		22.9
Syce2	ENSMUSG00000003824	SYCE2	one2one	NA		22.9
Sycp2l	ENSMUSG00000038651	SYCP2L	one2one	NA		22.9
Syde1	ENSMUSG00000032714	SYDE1	one2one	NA		22.9
Syde2	ENSMUSG00000036863	SYDE2	one2one	NA		22.9
Syf2	ENSMUSG00000028821	SYF2	one2one	NA		22.9
Syk	ENSMUSG00000021457	SYK	one2one	NA		22.9
Sympk	ENSMUSG00000023118	SYMPK	one2one	NA		22.9
Syn1	ENSMUSG00000037217	SYN1	one2one	NA		22.9
Syn3	ENSMUSG00000059602	SYN3	one2one	NA		22.9
Syna	ENSMUSG00000085957	ERVFRD-1	one2one	NA		22.9
Sync	ENSMUSG00000001333	SYNC	one2one	NA		22.9
Syncrip	ENSMUSG00000032423	SYNCRIP	one2one	NA		22.9
Syne1	ENSMUSG00000096054	SYNE1	one2one	NA		22.9
Syne2	ENSMUSG00000063450	SYNE2	one2one	NA		22.9
Syne3	ENSMUSG00000054150	SYNE3	one2one	NA		22.9
Syne4	ENSMUSG00000019737	SYNE4	one2one	NA		22.9
Syngap1	ENSMUSG00000067629	SYNGAP1	one2one	NA		22.9
Syngr1	ENSMUSG00000022415	SYNGR1	one2one	NA		22.9
Syngr2	ENSMUSG00000048277	SYNGR2	one2one	NA		22.9
Syngr3	ENSMUSG00000007021	SYNGR3	one2one	NA		22.9
Syngr4	ENSMUSG00000040231	SYNGR4	one2one	NA		22.9
Synj1	ENSMUSG00000022973	SYNJ1	one2one	NA		22.9
Synj2	ENSMUSG00000023805	SYNJ2	one2one	NA		22.9
Synj2bp	ENSMUSG00000090935	SYNJ2BP	one2one	NA		22.9
Synm	ENSMUSG00000030554	SYNM	one2one	NA		22.9
Synpo	ENSMUSG00000043079	SYNPO	one2one	NA		22.9
Synpo2	ENSMUSG00000050315	SYNPO2	one2one	NA		22.9
Synpo2l	ENSMUSG00000039376	SYNPO2L	one2one	NA		22.9
Synrg	ENSMUSG00000034940	SYNRG	one2one	NA		22.9
Syp	ENSMUSG00000031144	SYP	one2one	NA		22.9
Sypl	ENSMUSG00000020570	SYPL1	one2one	NA		22.9
Sys1	ENSMUSG00000045503	SYS1	one2one	NA		22.9
Syt11	ENSMUSG00000068923	SYT11	one2one	NA		22.9
Syt12	ENSMUSG00000049303	SYT12	one2one	NA		22.9
Syt14	ENSMUSG00000016200	SYT14	one2one	NA		22.9
Syt15	ENSMUSG00000041479	SYT15	one2one	NA		22.9
Syt2	ENSMUSG00000026452	SYT2	one2one	NA		22.9
Syt5	ENSMUSG00000004961	SYT5	one2one	NA		22.9
Syt6	ENSMUSG00000027849	SYT6	one2one	NA		22.9
Syt7	ENSMUSG00000024743	SYT7	one2one	NA		22.9
Sytl1	ENSMUSG00000028860	SYTL1	one2one	NA		22.9
Sytl2	ENSMUSG00000030616	SYTL2	one2one	NA		22.9
Sytl3	ENSMUSG00000041831	SYTL3	one2one	NA		22.9
Sytl4	ENSMUSG00000031255	SYTL4	one2one	NA		22.9
Syvn1	ENSMUSG00000024807	SYVN1	one2one	NA		22.9
Szrd1	ENSMUSG00000040842	SZRD1	one2one	NA		22.9
Szt2	ENSMUSG00000033253	SZT2	one2one	NA		22.9
Tab1	ENSMUSG00000022414	TAB1	one2one	NA		22.9
Tab2	ENSMUSG00000015755	TAB2	one2one	NA		22.9
Tab3	ENSMUSG00000035476	TAB3	one2one	NA		22.9
Tac1	ENSMUSG00000061762	TAC1	one2one	NA		22.9
Tac2	ENSMUSG00000025400	TAC3	one2one	NA		22.9
Tac4	ENSMUSG00000020872	TAC4	one2one	NA		22.9
Tacc1	ENSMUSG00000065954	TACC1	one2one	NA		22.9
Tacc2	ENSMUSG00000030852	TACC2	one2one	NA		22.9
Tacc3	ENSMUSG00000037313	TACC3	one2one	NA		22.9
Taco1	ENSMUSG00000001983	TACO1	one2one	NA		22.9
Tacr2	ENSMUSG00000020081	TACR2	one2one	NA		22.9
Tacstd2	ENSMUSG00000051397	TACSTD2	one2one	NA		22.9
Tada1	ENSMUSG00000026563	TADA1	one2one	NA		22.9
Tada2a	ENSMUSG00000018651	TADA2A	one2one	NA		22.9
Tada2b	ENSMUSG00000029196	TADA2B	one2one	NA		22.9
Tada3	ENSMUSG00000048930	TADA3	one2one	NA		22.9
Taf1	ENSMUSG00000031314	TAF1	one2one	NA		22.9
Taf10	ENSMUSG00000043866	TAF10	one2one	NA		22.9
Taf11	ENSMUSG00000024218	TAF11	one2one	NA		22.9
Taf12	ENSMUSG00000028899	TAF12	one2one	NA		22.9
Taf13	ENSMUSG00000048100	TAF13	one2one	NA		22.9
Taf15	ENSMUSG00000020680	TAF15	one2one	NA		22.9
Taf1a	ENSMUSG00000072258	TAF1A	one2one	NA		22.9
Taf1b	ENSMUSG00000059669	TAF1B	one2one	NA		22.9
Taf1c	ENSMUSG00000031832	TAF1C	one2one	NA		22.9
Taf1d	ENSMUSG00000031939	TAF1D	one2one	NA		22.9
Taf2	ENSMUSG00000037343	TAF2	one2one	NA		22.9
Taf3	ENSMUSG00000025782	TAF3	one2one	NA		22.9
Taf4	ENSMUSG00000039117	TAF4	one2one	NA		22.9
Taf4b	ENSMUSG00000054321	TAF4B	one2one	NA		22.9
Taf5	ENSMUSG00000025049	TAF5	one2one	NA		22.9
Taf5l	ENSMUSG00000038697	TAF5L	one2one	NA		22.9
Taf6	ENSMUSG00000036980	TAF6	one2one	NA		22.9
Taf6l	ENSMUSG00000003680	TAF6L	one2one	NA		22.9
Taf7	ENSMUSG00000051316	TAF7	one2one	NA		22.9
Taf8	ENSMUSG00000023980	TAF8	one2one	NA		22.9
Taf9	ENSMUSG00000052293	TAF9	one2one	NA		22.9
Taf9b	ENSMUSG00000047242	TAF9B	one2one	NA		22.9
Tafa3	ENSMUSG00000055865	TAFA3	one2one	NA		22.9
Tagap	ENSMUSG00000033450	TAGAP	many2one	NA		22.9
Tagap1	ENSMUSG00000052031	TAGAP	many2one	NA		22.9
Tagln	ENSMUSG00000032085	TAGLN	one2one	NA		22.9
Tagln2	ENSMUSG00000026547	TAGLN2	one2one	NA		22.9
Tagln3	ENSMUSG00000022658	TAGLN3	one2one	NA		22.9
Tal2	ENSMUSG00000028417	TAL2	one2one	NA		22.9
Taldo1	ENSMUSG00000025503	TALDO1	one2one	NA		22.9
Tamm41	ENSMUSG00000030316	TAMM41	one2one	NA		22.9
Tanc1	ENSMUSG00000035168	TANC1	one2one	NA		22.9
Tanc2	ENSMUSG00000053580	TANC2	one2one	NA		22.9
Tango2	ENSMUSG00000013539	TANGO2	one2one	NA		22.9
Tango6	ENSMUSG00000041949	TANGO6	one2one	NA		22.9
Tank	ENSMUSG00000064289	TANK	one2one	NA		22.9
Taok1	ENSMUSG00000017291	TAOK1	one2one	NA		22.9
Taok2	ENSMUSG00000059981	TAOK2	one2one	NA		22.9
Taok3	ENSMUSG00000061288	TAOK3	one2one	NA		22.9
Tap1	ENSMUSG00000037321	TAP1	one2one	NA		22.9
Tap2	ENSMUSG00000024339	TAP2	one2one	NA		22.9
Tapbp	ENSMUSG00000024308	TAPBP	one2one	NA		22.9
Tapbpl	ENSMUSG00000038213	TAPBPL	one2one	NA		22.9
Tapt1	ENSMUSG00000046985	TAPT1	one2one	NA		22.9
Tarbp1	ENSMUSG00000090290	TARBP1	one2one	NA		22.9
Tarbp2	ENSMUSG00000023051	TARBP2	one2one	NA		22.9
Tardbp	ENSMUSG00000041459	TARDBP	one2one	NA		22.9
Tars	ENSMUSG00000022241	TARS1	one2one	NA		22.9
Tars2	ENSMUSG00000028107	TARS2	one2one	NA		22.9
Tarsl2	ENSMUSG00000030515	TARS3	one2one	NA		22.9
Tas1r1	ENSMUSG00000028950	TAS1R1	one2one	NA		22.9
Tas1r3	ENSMUSG00000029072	TAS1R3	one2one	NA		22.9
Tasor	ENSMUSG00000040651	TASOR	one2one	NA		22.9
Tasor2	ENSMUSG00000033799	TASOR2	one2one	NA		22.9
Tasp1	ENSMUSG00000039033	TASP1	one2one	NA		22.9
Tatdn1	ENSMUSG00000050891	TATDN1	one2one	NA		22.9
Tatdn2	ENSMUSG00000056952	TATDN2	one2one	NA		22.9
Tatdn3	ENSMUSG00000026632	TATDN3	one2one	NA		22.9
Tax1bp1	ENSMUSG00000004535	TAX1BP1	one2one	NA		22.9
Tax1bp3	ENSMUSG00000040158	TAX1BP3	one2one	NA		22.9
Tbc1d1	ENSMUSG00000029174	TBC1D1	one2one	NA		22.9
Tbc1d10a	ENSMUSG00000034412	TBC1D10A	one2one	NA		22.9
Tbc1d10b	ENSMUSG00000042492	TBC1D10B	one2one	NA		22.9
Tbc1d10c	ENSMUSG00000040247	TBC1D10C	one2one	NA		22.9
Tbc1d12	ENSMUSG00000048720	TBC1D12	one2one	NA		22.9
Tbc1d13	ENSMUSG00000039678	TBC1D13	one2one	NA		22.9
Tbc1d14	ENSMUSG00000029192	TBC1D14	one2one	NA		22.9
Tbc1d15	ENSMUSG00000020130	TBC1D15	one2one	NA		22.9
Tbc1d16	ENSMUSG00000039976	TBC1D16	one2one	NA		22.9
Tbc1d17	ENSMUSG00000038520	TBC1D17	one2one	NA		22.9
Tbc1d19	ENSMUSG00000039178	TBC1D19	one2one	NA		22.9
Tbc1d2	ENSMUSG00000039813	TBC1D2	one2one	NA		22.9
Tbc1d20	ENSMUSG00000027465	TBC1D20	one2one	NA		22.9
Tbc1d22a	ENSMUSG00000051864	TBC1D22A	one2one	NA		22.9
Tbc1d22b	ENSMUSG00000042203	TBC1D22B	one2one	NA		22.9
Tbc1d23	ENSMUSG00000022749	TBC1D23	one2one	NA		22.9
Tbc1d24	ENSMUSG00000036473	TBC1D24	one2one	NA		22.9
Tbc1d25	ENSMUSG00000039201	TBC1D25	one2one	NA		22.9
Tbc1d2b	ENSMUSG00000037410	TBC1D2B	one2one	NA		22.9
Tbc1d30	ENSMUSG00000052302	TBC1D30	one2one	NA		22.9
Tbc1d31	ENSMUSG00000022364	TBC1D31	one2one	NA		22.9
Tbc1d32	ENSMUSG00000038122	TBC1D32	one2one	NA		22.9
Tbc1d4	ENSMUSG00000033083	TBC1D4	one2one	NA		22.9
Tbc1d5	ENSMUSG00000023923	TBC1D5	one2one	NA		22.9
Tbc1d7	ENSMUSG00000021368	TBC1D7	one2one	NA		22.9
Tbc1d8	ENSMUSG00000003134	TBC1D8	one2one	NA		22.9
Tbc1d8b	ENSMUSG00000042473	TBC1D8B	one2one	NA		22.9
Tbc1d9	ENSMUSG00000031709	TBC1D9	one2one	NA		22.9
Tbc1d9b	ENSMUSG00000036644	TBC1D9B	one2one	NA		22.9
Tbca	ENSMUSG00000042043	TBCA	one2one	NA		22.9
Tbcb	ENSMUSG00000006095	TBCB	one2one	NA		22.9
Tbcc	ENSMUSG00000036430	TBCC	one2one	NA		22.9
Tbccd1	ENSMUSG00000004462	TBCCD1	one2one	NA		22.9
Tbcd	ENSMUSG00000039230	TBCD	one2one	NA		22.9
Tbce	ENSMUSG00000039233	TBCE	one2one	NA		22.9
Tbcel	ENSMUSG00000037287	TBCEL	one2one	NA		22.9
Tbck	ENSMUSG00000028030	TBCK	one2one	NA		22.9
Tbk1	ENSMUSG00000020115	TBK1	one2one	NA		22.9
Tbkbp1	ENSMUSG00000038517	TBKBP1	one2one	NA		22.9
Tbl1x	ENSMUSG00000025246	TBL1X	one2one	NA		22.9
Tbl1xr1	ENSMUSG00000027630	TBL1XR1	one2one	NA		22.9
Tbl2	ENSMUSG00000005374	TBL2	one2one	NA		22.9
Tbl3	ENSMUSG00000040688	TBL3	one2one	NA		22.9
Tbp	ENSMUSG00000014767	TBP	one2one	NA		22.9
Tbpl1	ENSMUSG00000071359	TBPL1	one2one	NA		22.9
Tbr1	ENSMUSG00000035033	TBR1	one2one	NA		22.9
Tbrg1	ENSMUSG00000011114	TBRG1	one2one	NA		22.9
Tbrg4	ENSMUSG00000000384	TBRG4	one2one	NA		22.9
Tbx2	ENSMUSG00000000093	TBX2	one2one	NA		22.9
Tbx21	ENSMUSG00000001444	TBX21	one2one	NA		22.9
Tbx6	ENSMUSG00000030699	TBX6	one2one	NA		22.9
Tbxa2r	ENSMUSG00000034881	TBXA2R	one2one	NA		22.9
Tbxas1	ENSMUSG00000029925	TBXAS1	one2one	NA		22.9
Tcaim	ENSMUSG00000046603	TCAIM	one2one	NA		22.9
Tcea1	ENSMUSG00000033813	TCEA1	one2one	NA		22.9
Tcea2	ENSMUSG00000059540	TCEA2	one2one	NA		22.9
Tcea3	ENSMUSG00000001604	TCEA3	one2one	NA		22.9
Tceal3	ENSMUSG00000044550	TCEAL3	one2many	NA		22.9
Tceal3	ENSMUSG00000044550	TCEAL6	one2many	NA		22.9
Tceal8	ENSMUSG00000051579	TCEAL8	one2one	NA		22.9
Tceal9	ENSMUSG00000042712	TCEAL9	one2one	NA		22.9
Tceanc	ENSMUSG00000051224	TCEANC	one2one	NA		22.9
Tceanc2	ENSMUSG00000028619	TCEANC2	one2one	NA		22.9
Tcerg1	ENSMUSG00000024498	TCERG1	one2one	NA		22.9
Tcf12	ENSMUSG00000032228	TCF12	one2one	NA		22.9
Tcf19	ENSMUSG00000050410	TCF19	one2one	NA		22.9
Tcf20	ENSMUSG00000041852	TCF20	one2one	NA		22.9
Tcf24	ENSMUSG00000099032	TCF24	one2one	NA		22.9
Tcf25	ENSMUSG00000001472	TCF25	one2one	NA		22.9
Tcf3	ENSMUSG00000020167	TCF3	one2one	NA		22.9
Tcf4	ENSMUSG00000053477	TCF4	one2one	NA		22.9
Tcf7	ENSMUSG00000000782	TCF7	one2one	NA		22.9
Tcf7l1	ENSMUSG00000055799	TCF7L1	one2one	NA		22.9
Tcf7l2	ENSMUSG00000024985	TCF7L2	one2one	NA		22.9
Tchh	ENSMUSG00000052415	TCHH	one2one	NA		22.9
Tchp	ENSMUSG00000002486	TCHP	one2one	NA		22.9
Tcirg1	ENSMUSG00000001750	TCIRG1	one2one	NA		22.9
Tcn2	ENSMUSG00000020432	TCN2	one2one	NA		22.9
Tcof1	ENSMUSG00000024613	TCOF1	one2one	NA		22.9
Tcp1	ENSMUSG00000068039	TCP1	one2one	NA		22.9
Tcp11	ENSMUSG00000062859	TCP11	one2one	NA		22.9
Tcp11l1	ENSMUSG00000027175	TCP11L1	one2one	NA		22.9
Tcp11l2	ENSMUSG00000020034	TCP11L2	one2one	NA		22.9
Tcta	ENSMUSG00000039461	TCTA	one2one	NA		22.9
